UNIXTimestamp,Location,LocationKoppenGeigerClassification,AirTemperatureCelsius,AirPressure_hPa,WindSpeed_kmh,WindDirection_deg,Humidity_percent,CloudCoverage_percent,Precipitation_mm,Climate
1679864400,Zogtron,Af,32.3848296534084,1022.1501707774373,7.525274388652175,228.7102406819742,89.36446439689293,58.09339319067877,0.42395407731131374,Tropical
1679950800,Zogtron,Af,31.467326179422578,1020.6421378822854,20.628597602158877,46.634466423858726,89.4730694320859,58.41920829625769,5.178200067644705,Tropical
1680037200,Zogtron,Af,37.79526833220327,1005.733414790661,21.7551593258028,110.60702751978927,101.22913288057649,93.68739864172944,6.594052881571319,Tropical
1680123600,Zogtron,Af,29.991393243558143,1022.0284050461484,17.993794759667477,5.841311852683253,94.56836491370522,73.70509474111566,5.249177437582894,Tropical
1680210000,Zogtron,Af,29.969772585132052,1007.1771520772131,9.809811376636773,95.39561918310385,98.57118020345526,85.71354061036578,0.24088290489411915,Tropical
1680296400,Zogtron,Af,33.33812661944038,1028.053862378555,15.531753978720122,336.2817238470152,91.60078956034671,64.80236868104015,4.641149573408024,Tropical
1680382800,Zogtron,Af,29.266315673198132,1003.6789251277496,18.962777189599322,51.29154528326738,100.85195041394104,92.55585124182312,3.2862362087596173,Tropical
1680469200,Zogtron,Af,33.57284911803587,1020.9500691237636,15.929160803237295,349.6019909839279,100.01461145531425,90.04383436594276,4.037825566574184,Tropical
1680555600,Zogtron,Af,37.984745282131634,1026.6688148762282,21.222773762726373,110.37190941909675,97.30603207876254,81.91809623628762,4.173021977055778,Tropical
1680642000,Zogtron,Af,31.109426575326907,1024.2857435108062,24.584465599090038,314.95649994257974,89.0914386410266,57.27431592307979,1.4674490978021875,Tropical
1680728400,Zogtron,Af,36.17383504302789,1015.9786021112195,19.96334710885366,217.01142364537213,90.45559151109539,61.366774533286176,4.271882206706401,Tropical
1680814800,Zogtron,Af,37.74176904410986,1002.9988005575749,9.713837538006924,162.71638015742727,95.95128792208762,77.85386376626285,0.796525009101243,Tropical
1680901200,Zogtron,Af,36.292813002354094,1007.1387360174849,11.72644240605302,345.57786674756704,91.48855527978198,64.46566583934592,4.463865123850123,Tropical
1680987600,Zogtron,Af,34.033179302588735,1018.5467395101675,16.779167433590995,33.50018375395565,86.95664249020342,50.86992747061026,3.025152486914206,Tropical
1681074000,Zogtron,Af,30.554147878713955,1000.5853092515362,22.325932397228623,138.52698086814488,101.54938489928328,94.64815469784985,9.414438125546225,Tropical
1681160400,Zogtron,Af,34.63678641597266,1005.1050820909425,15.185005561108307,214.6935010619528,87.57413792141972,52.722413764259166,4.932163882433543,Tropical
1681246800,Zogtron,Af,36.66303604064285,1011.4184906456484,17.77691312801347,220.36778902730552,95.03380238352264,75.10140715056792,6.311182221575241,Tropical
1681333200,Zogtron,Af,36.78138811850667,1018.387933065894,11.323183570004181,244.61391581172805,95.693986398598,77.08195919579401,3.0434619606264453,Tropical
1681419600,Zogtron,Af,36.348061903311674,1026.061530273961,6.454572296784644,163.87119841514692,94.48277162568415,73.44831487705244,3.7927468496742627,Tropical
1681506000,Zogtron,Af,32.039520365102106,1002.5216462548676,7.8493469799718385,177.77716283160368,97.39926254876848,82.19778764630544,7.0544126114602514,Tropical
1681592400,Zogtron,Af,31.428490419194663,1000.9990797812097,14.853983059315308,50.1068431874967,99.72585881604174,89.17757644812522,0.7205751624224263,Tropical
1681678800,Zogtron,Af,36.03639711168729,1018.8292060337013,21.443893118459663,40.267969184674286,92.09248632347834,66.277458970435,4.673686170124053,Tropical
1681765200,Zogtron,Af,32.836647023305765,1022.9418052792757,17.292929740169143,216.7506155587831,88.70711781326553,56.121353439796565,2.472359699336293,Tropical
1681851600,Zogtron,Af,28.81737423337426,1005.6181096687034,10.593350300818681,340.6449645564486,87.02033092255678,51.060992767670335,3.578074692114572,Tropical
1681938000,Zogtron,Af,28.637503661770445,1027.9554458852413,19.39668809119831,250.61371599128958,100.79062634991388,92.37187904974162,7.849917903524758,Tropical
1682024400,Zogtron,Af,28.162052482548503,1023.2216447374528,13.401321408252073,126.99172199248329,97.467986995686,82.40396098705803,2.247327157934684,Tropical
1682110800,Zogtron,Af,37.07941011691207,1023.7330952210798,18.83484316974315,74.2900993447167,96.41251072440939,79.23753217322815,0.3002417307758427,Tropical
1682197200,Zogtron,Af,31.94934007324273,1013.8158976169539,21.942360951255555,331.84896291809434,94.51666333380352,73.54999000141058,5.476023574730924,Tropical
1682283600,Zogtron,Af,32.121964750728466,1016.021960621516,15.432737641200474,185.69059571104552,93.81470974482704,71.44412923448114,5.925690130699991,Tropical
1682370000,Zogtron,Af,33.278483095382235,1002.1837053223484,6.2546750346776765,290.34650366219955,95.18215787456117,75.5464736236835,5.2401932495772225,Tropical
1682456400,Zogtron,Af,29.839623615792135,1004.2050068922944,16.435357596095884,153.43786341728847,90.065847709431,60.19754312829298,4.366824106379659,Tropical
1682542800,Zogtron,Af,35.93109845282342,1008.2981066980136,8.107763578838838,274.94029728243044,87.53514283208287,52.60542849624862,0.27399743618902656,Tropical
1682629200,Zogtron,Af,29.402705201642632,1017.1433141909849,11.037513528005771,319.11356251338674,101.57739462208603,94.73218386625808,6.535609536321315,Tropical
1682715600,Zogtron,Af,30.305063011682172,1000.1663995173152,11.070926133200192,206.18191143604568,93.06615222252243,69.19845666756731,6.576822823812204,Tropical
1682802000,Zogtron,Af,28.30103490585551,1015.239095383558,9.313444917987155,227.00979747237676,102.59253727678683,97.77761183036047,3.0502853327200676,Tropical
1682888400,Zogtron,Af,29.557501277486704,1026.713844545428,8.652789398110949,16.972854649148648,96.8799324792521,80.6397974377563,7.107062707823393,Tropical
1682974800,Zogtron,Af,27.7443657779444,1018.8391798570381,14.700693195627467,349.4050587720766,92.83313862118975,68.49941586356925,1.176741894225512,Tropical
1683061200,Zogtron,Af,36.22185648380828,1002.7531707193615,12.606553941896749,346.9063804712031,102.39632343058985,97.18897029176954,5.404597021599286,Tropical
1683147600,Zogtron,Af,35.85581621487777,1011.2600525078012,10.268433856602035,337.72156352991664,90.5631922228459,61.68957666853769,3.9111280524784444,Tropical
1683234000,Zogtron,Af,33.08290600149984,1025.2781987564388,10.566694654659926,43.75859523724851,92.86475044004634,68.59425132013902,4.912496957100182,Tropical
1683320400,Zogtron,Af,30.052139262167874,1016.2794924379679,8.552644594099208,32.37032685613731,90.56706740580361,61.70120221741084,1.2925555852437944,Tropical
1683406800,Zogtron,Af,27.34200444236594,1018.3634459529267,9.007122254856615,51.699457582591975,98.23731182306062,84.71193546918187,4.574572953582668,Tropical
1683493200,Zogtron,Af,36.36207888650624,1023.1878881555796,21.400052714593286,135.1083198053359,92.91057808226242,68.73173424678727,1.5521918603307117,Tropical
1683579600,Zogtron,Af,28.786347080896533,1000.6754703521583,20.380391440794227,207.76938936882595,97.8700169069996,83.6100507209988,6.323811516448701,Tropical
1683666000,Zogtron,Af,33.17377019969709,1027.4893527803688,17.29411405069281,336.00837203985225,90.4141256698191,61.242377009457314,5.088015923836926,Tropical
1683752400,Zogtron,Af,33.421796918238016,1018.2592527270738,17.457154744970442,351.295279466354,97.8676417830952,83.60292534928557,3.9285314915433895,Tropical
1683838800,Zogtron,Af,34.173234447059826,1005.5045071266019,11.143457931850012,273.41564339035267,89.95226286860893,59.85678860582678,1.9531828282655639,Tropical
1683925200,Zogtron,Af,28.58513856837717,1003.1465034258943,10.670615197233595,147.68617052276105,93.90350437557143,71.71051312671429,2.60788283900015,Tropical
1684011600,Zogtron,Af,28.30513820592163,1027.2119679456418,24.601494360711364,233.9827473919427,95.1647918036411,75.4943754109233,5.256752083620496,Tropical
1684098000,Zogtron,Af,29.313958696152852,1016.1312060356141,15.092783762942222,112.95851537614624,95.2784943333286,75.83548299998579,6.099390851066432,Tropical
1684184400,Zogtron,Af,32.31683997172632,1007.8452739349038,19.206985210524834,216.85448776131884,99.65721313799577,88.97163941398729,1.0156950496681867,Tropical
1684270800,Zogtron,Af,34.733102242885664,1006.6245457088967,13.015675155725893,300.58234365809733,96.33814670112086,79.01444010336257,0.05030876941962977,Tropical
1684357200,Zogtron,Af,31.883766990080822,1004.4402654780578,6.293336423032667,251.20718886412823,92.50115953801732,67.50347861405197,5.641256274309402,Tropical
1684443600,Zogtron,Af,34.60769742628881,1007.2352704245882,18.538243763731856,73.29147224990687,87.14714446896514,51.44143340689539,1.2430953769450133,Tropical
1684530000,Zogtron,Af,30.35330386709755,1012.605504348982,7.652107904115466,83.48262622462573,90.95928044654099,62.87784133962298,0.32185842864155645,Tropical
1684616400,Zogtron,Af,32.4264759721495,1019.4353308944179,20.806323198098738,219.96958951428036,89.76954981350899,59.30864944052696,3.2973634732633474,Tropical
1684702800,Zogtron,Af,32.37588775118171,1024.8648034416685,5.94199666228735,188.5476063290021,96.3079862006512,78.92395860195361,4.996599878295946,Tropical
1684789200,Zogtron,Af,34.104276721740774,1020.7576773591289,14.18219220293385,73.27880658388037,91.6999544719087,65.09986341572609,4.874163162402,Tropical
1684875600,Zogtron,Af,35.68805011371761,1003.5465727327759,10.171770159626574,245.92611499364796,102.2178225343294,96.6534676029882,0.5345324707880893,Tropical
1684962000,Zogtron,Af,35.36165289513287,1019.0354717218105,16.375297592846426,206.92418122004506,94.7114040546747,74.1342121640241,4.588675211732523,Tropical
1685048400,Zogtron,Af,26.862665117305177,1008.3396742385836,6.706103809867314,157.49900627263068,89.15989436500232,57.47968309500697,1.3491674172437775,Tropical
1685134800,Zogtron,Af,32.138445258057445,1014.6020398970729,22.760825857967475,10.280381729780185,103.17278076720964,99.51834230162896,6.9432261403687034,Tropical
1685221200,Zogtron,Af,33.49017104216048,1026.1814257398948,14.12471237628087,71.43251730834031,97.66991609097788,83.00974827293365,2.819964855911391,Tropical
1685307600,Zogtron,Af,29.83364748705506,1016.1557212552767,19.654139663333964,211.5492096359027,96.74459827562772,80.23379482688318,0.8168252196588158,Tropical
1685394000,Zogtron,Af,31.572439191907826,1002.2826339613141,5.210615118996616,283.0216336863992,95.67081972206675,77.01245916620026,3.990284394990259,Tropical
1685480400,Zogtron,Af,28.025799928553262,1011.7107373741375,24.189846487981235,241.62770593849052,91.61719076841773,64.85157230525317,4.01042512774234,Tropical
1685566800,Zogtron,Af,31.441171774312316,1003.7263933892149,10.274103384433941,314.45981049966593,101.6006634551983,94.80199036559489,8.307037357900162,Tropical
1685653200,Zogtron,Af,25.931150816873377,1017.061870568614,12.541105224990188,280.30443724423276,99.06385616919641,87.19156850758925,6.916087354933332,Tropical
1685739600,Zogtron,Af,25.682185932181916,1000.794206636263,8.269832568880279,209.19891093968485,100.5003627984343,91.5010883953029,1.3889039819490931,Tropical
1685826000,Zogtron,Af,31.03560006078415,1021.7418269152603,20.942718637136323,336.6859437532105,96.4941167318396,79.48235019551879,2.533214660776968,Tropical
1685912400,Zogtron,Af,30.41167946020235,1012.3508645479084,9.352131888362234,276.94809095080086,89.18394711653414,57.55184134960245,3.349840033106362,Tropical
1685998800,Zogtron,Af,25.89475075218869,1017.250194472343,13.438308355800713,124.21714836283164,97.14554899311506,81.43664697934516,6.8480030106385605,Tropical
1686085200,Zogtron,Af,25.241647513483695,1011.6248594782242,22.08613797196389,119.79989388731698,94.51357054881754,73.54071164645262,3.9170106751219396,Tropical
1686171600,Zogtron,Af,32.931359526311795,1022.0317739906601,13.207130026533083,203.0998072224517,98.04572473914887,84.13717421744661,2.501068319255381,Tropical
1686258000,Zogtron,Af,32.12562134572777,1005.7394435706592,6.1246187018200775,191.21850728142243,91.97297847854401,65.91893543563204,5.078032909085732,Tropical
1686344400,Zogtron,Af,25.302947182979036,1005.4573701463431,6.677377276619403,121.77686656791025,89.98278122850192,59.94834368550578,4.54622920675017,Tropical
1686430800,Zogtron,Af,25.22269897949134,1009.8423149391155,11.89937294617016,215.7186090597071,93.50350487235664,70.51051461706994,4.949065771623114,Tropical
1686517200,Zogtron,Af,32.07697551740954,1013.8667108950224,19.943001652568377,255.4754693814772,87.15407616215423,51.46222848646267,2.1545033645467937,Tropical
1686603600,Zogtron,Af,34.57977205908384,1005.6428640593671,5.612368923738005,298.2220868719491,89.36449595219483,58.0934878565845,2.405334340403902,Tropical
1686690000,Zogtron,Af,31.721753537504107,1020.0422522588491,17.80137749322518,11.307366502973544,89.12157533039209,57.36472599117625,1.449659043960586,Tropical
1686776400,Zogtron,Af,25.189573495040307,1000.4896563633871,21.09145102110245,205.82940823265884,93.30224641033563,69.9067392310069,0.9910745553229496,Tropical
1686862800,Zogtron,Af,29.26609919463346,1009.1480971964999,12.334775343245475,34.60090803525616,87.37506415072164,52.12519245216494,2.8614472955260513,Tropical
1686949200,Zogtron,Af,33.413281992557756,1008.6398560929455,16.878240757492595,237.50461020259036,95.29914820258176,75.8974446077453,1.0673934167575019,Tropical
1687035600,Zogtron,Af,27.05501813952993,1023.4698145367922,9.744835941412482,47.41463698707763,94.37061209731577,73.11183629194731,0.8357512346744399,Tropical
1687122000,Zogtron,Af,27.514736951527528,1000.1511343906283,9.248745966494932,168.77861461040538,88.17352667564091,54.52058002692275,0.7066197571501076,Tropical
1687208400,Zogtron,Af,26.832203148358587,1020.6951636278371,6.876778554448688,188.13694049344574,98.87859398842444,86.63578196527334,7.224662157841085,Tropical
1687294800,Zogtron,Af,28.425014950282797,1022.226738468976,18.86152002948954,76.10807144665424,93.93802146246036,71.81406438738107,4.2013988006643315,Tropical
1687381200,Zogtron,Af,32.887611841231454,1006.6736528712354,7.879685596990045,325.40610198332763,102.11119118237235,96.33357354711704,2.481151762643682,Tropical
1687467600,Zogtron,Af,24.061296157887817,1016.5610670933175,7.6845758780226685,90.7333033239638,98.8016531820782,86.40495954623461,2.2602625104031935,Tropical
1687554000,Zogtron,Af,32.81962876087741,1026.7925971391144,12.412787264783853,131.31335001456108,88.3765886815861,55.12976604475831,3.292056040868515,Tropical
1687640400,Zogtron,Af,33.45252274360155,1010.913355203585,6.072170242479354,40.090683653407815,100.86127819594113,92.58383458782336,2.4853818868669575,Tropical
1687726800,Zogtron,Af,30.865072695975833,1010.5796725616309,10.45285859309246,131.8533546376602,91.76432556516959,65.29297669550877,3.51482471868496,Tropical
1687813200,Zogtron,Af,25.150500736251225,1005.8213922038769,5.207454912783316,149.21009398084902,96.66988357765871,80.00965073297613,3.7127098404634133,Tropical
1687899600,Zogtron,Af,28.081563932807157,1000.4985151739336,7.863063543712602,224.89230948837846,103.157664708438,99.47299412531402,1.414637521356111,Tropical
1687986000,Zogtron,Af,32.87504238641177,1026.3531093577815,14.06130173359962,86.00327333086254,92.59063563410214,67.77190690230644,2.773716293946133,Tropical
